"Sample_Name","TP_2","TP_2.1","TP_2.2","TP_4","TP_4.1","TP_4.2","TP_6","TP_6.1","TP_6.2","TP_8","TP_8.1","TP_8.2","TP_10","TP_10.1","TP_10.2","TP_12","TP_12.1","TP_12.2","TP_14","TP_14.1","TP_14.2","TP_16","TP_16.1","TP_16.2","TP_18","TP_18.1","TP_18.2","TP_20","TP_20.1","TP_20.2","TP_22","TP_22.1","TP_22.2","TP_24","TP_24.1","TP_24.2","TP_26","TP_26.1","TP_26.2","TP_28","TP_28.1","TP_28.2","TP_30","TP_30.1","TP_30.2","TP_32","TP_32.1","TP_32.2","TP_34","TP_34.1","TP_34.2","TP_36","TP_36.1","TP_36.2","TP_38","TP_38.1","TP_38.2","TP_40","TP_40.1","TP_40.2","TP_42","TP_42.1","TP_42.2","TP_44","TP_44.1","TP_44.2","TP_46","TP_46.1","TP_46.2","TP_48","TP_48.1","TP_48.2"
"Sample_1",-6.86787768572956,,-6.34187052293528,-9.2438867255837,-8.51024030690097,-8.93455524855319,-11.1673780377237,-13.8911242663457,-10.1290510116831,-18.2594493883575,-17.8906453555083,-14.6946778155134,-21.1882180750384,-22.3635022880314,-24.3219046789991,-32.3819918328834,-30.3927556350368,-30.9006232509699,-41.183331411427,-42.0677558867732,-42.6099999582107,-57.4301234750734,-58.3292282706183,-59.8600278134328,-80.0320750761155,-80.4218297076683,-79.8434677706069,-113.121674939097,-112.958120325762,-110.148549589862,-153.460873815105,-152.74171298271,-153.853702608233,-209.487537905393,-211.697920611798,-211.235978173416,-291.757796335499,-293.238238461931,,-403.407129951393,-405.035547622609,-404.086094698307,-556.934516203939,-557.171512264395,-555.481770617675,-767.204452988015,-765.988047701115,-766.239647616827,-1055.17053974733,-1056.26998874609,-1053.93764781072,-1454.15774453636,-1453.44006303569,-1452.06814047868,-2001.91674317548,-2001.23810383893,-2000.76479421854,-2758.96568742158,,-2760.51817331906,-3799.1299680618,-3801.9856840904,-3802.47872596603,-5239.38525699875,-5238.95311078493,-5239.10593051521,,-7216.82189119115,-7217.46093886127,-9945.31188950549,-9946.38358523226,-9945.63206434761
"Sample_2",3.81139456780673,,3.48553247370453,3.75009947640651,3.20121571147697,3.54215847743533,3.33826258269761,3.46637455966019,3.10612242046682,2.91546818137417,3.24963215425811,3.16603767779398,2.97338011051743,2.42849169255658,3.06553220852375,2.75798187736919,2.50851774119643,3.00247982338635,2.8493595158495,3.29971102311113,3.01555640079461,2.6373036009705,2.69247104276805,2.53578782162555,2.35510993961444,2.55827728889761,2.32871763781407,2.13466364917819,2.36149162296619,2.28932657149258,2.17819870476895,2.18355964931608,1.98437851176157,1.83559764220587,1.84522655572421,2.01287121610842,1.84589851986525,1.87305255820621,,1.80068393211852,2.14583196127183,1.72586562084493,1.58855533330081,1.95034746497801,1.93110783243076,1.79682379679056,1.21246186293799,1.48264559346352,1.83659909165198,1.09763099267163,1.29088308906279,1.03679993299868,1.24265051620935,1.12422517136492,1.15574794177863,1.18238293867986,1.25969829919817,0.859346469987868,1.21906983014395,0.869848371942789,0.776962308912885,0.872603653547861,0.629318705503585,0.644041191864162,0.758526596128559,1.05153492763465,,0.53840609249811,0.44892978841556,0.377493486889501,0.30752387933249,0.232457705374387
"Sample_3",-2.71460110287908,,-2.87823572958439,2.22623583462823,,3.5830351859273,6.56464410658201,8.19356363468066,8.3559345598216,11.0554672853904,9.47360942293517,10.2553996853926,10.7406522798632,11.1467502227277,12.1788222955379,8.91154341778791,7.2142946405067,9.50853074502809,5.84718630101834,4.93982736813736,4.31970902381638,-0.623853866932887,0.514122524529136,-0.678456004708125,-1.60843608827888,-4.10232692711152,-2.75716710637836,-4.58459814014351,-4.33184941514407,-6.7607000074284,-3.87409698790833,-3.51808801303796,-4.10884517114916,-1.82471175879553,-2.18767350346573,,3.02194121751305,2.04667803283899,,7.11753929536824,5.82062679786978,5.54070417715319,7.78879620831364,7.62941386556989,8.49192543113231,9.14160375791216,8.63434950445669,8.61323669152845,7.4140687839567,,7.30847924484901,4.38512734686513,3.40953850690814,4.19408293655807,2.85214066035842,1.61805390952891,1.17327425169658,-1.45772505925998,-2.26640906638131,-1.43697265006197,-4.30829639613032,-2.32855591451259,-0.918091371272506,-1.8713633960864,-2.83955747317098,-1.96994447861984,,-0.608634264405849,-1.70913647663999,2.64320062806384,1.8603273101619,0.721259268892034
"Sample_4",-3.73148040413209,,-3.93382087147087,-3.75487635785706,-4.11619235662927,-4.81754309359011,-4.35947110985652,-4.29701456818622,-4.22625967743663,-4.4391931741312,-4.42580738329171,-4.4676583264124,-4.65623280803052,-4.58319531420873,-4.63409528391887,-4.65534356452227,-4.88089363032962,-4.81447470615733,-4.83087597204731,-5.08945191636601,,-5.28756121603134,-5.15262682452956,-4.93506523743068,-5.03828599972537,-5.1035587152641,-5.01610574573856,-5.85801992583317,-5.38602468475566,-5.48463744378263,-5.77788130284401,-5.79362472804107,-5.97150473109629,-5.85250512934543,-5.96908362771122,-6.06852265620181,-6.26545887985034,-6.2337020551747,,-6.28839950387924,-6.22523798239332,-6.41395801174985,-6.98601166918344,-6.45719423603605,-6.38688731055266,-7.15789390057183,-7.01350999018694,-6.98813597118825,-6.80083829959647,-7.09959026973934,-7.17420801622836,-7.12784283528012,-7.14803573534676,-7.1324920050378,-7.19018444256979,-7.48919491161792,-7.32797735672246,-7.7281510075673,-7.76756239015042,-7.4743110167242,-7.30657487403575,-7.91404853053611,-8.09743528077827,-8.3227326897775,-7.68835077090664,-7.88036781406036,,-8.06069187719501,-7.92229909267043,-8.65124827042446,-8.77168377300545,-8.79275887525528
"Sample_5",-3.90936902050081,,-4.61848798953287,-4.31291762413867,-3.96291564370882,-5.73805086620036,-5.8199585663926,-5.48363033861642,-6.7401686538564,-7.46088602388108,-6.91499051768856,-6.82901569448665,-7.97394400256214,-8.22535115960216,-8.48962968627186,-9.58650767262822,-9.91174601616007,-9.15828697104441,-11.2748250666421,-11.0675481964676,-11.7275601197135,-13.5419116389791,-13.4715252770956,-13.9954281660759,-16.7211876290987,-16.7436222453048,-16.2960118191182,-19.7264844605656,-19.236354262082,-20.3651368493085,-23.6518326754553,-22.4043071120671,-23.4982595790507,-28.2461680443496,-28.4492151443716,-28.4344286886227,-34.214167563773,-33.978055519037,,-40.6567280081263,-40.1440635042757,-40.2288146849479,-48.0306914297503,-47.9854946511988,-48.2941387326359,-58.2574856488247,-58.1994061137785,-57.1772774577057,-69.39040379201,-69.2742122421893,-70.5349543385713,-84.3846565084388,-84.1196198231227,-82.515932129765,-100.690485767823,-100.605542106406,-101.119993524385,-121.0897776818,-121.197946668788,-121.2572235733,-145.0643700555,-145.183962333366,-145.20189260353,-175.519257935189,-174.985798671315,-175.03827352426,,-210.662681654515,-210.945424499787,-253.010651609556,-253.412846386466,-252.860716924827
"Sample_6",-7.93715370639375,,-8.28436854109033,-10.5865220718014,-10.432142398751,-9.8892160619209,-12.7510916957859,-12.1207300320036,-13.572736481772,-16.7972535081861,-16.1739444760051,-16.8915095410057,-19.7953116153977,-22.7072352398299,-21.3401028583078,-27.2611612051633,-27.7357955006739,-27.3844156264139,-38.1752161904977,-36.9699419655808,-36.8311989554578,-50.3336147075501,-49.3280137240435,-49.7488880248722,-68.5154018025401,-69.4094418222609,-68.8256186526017,-95.6559244762674,-95.228861831828,-95.4719174441182,-131.798351654784,-131.490247241981,-130.603397438988,-180.969577289809,-182.486622600593,-182.350332254605,-252.11304476516,-250.749488572443,,-348.895313491409,-348.615295731974,-349.301740279312,-485.927799760738,-484.816493864341,-486.148626287199,-676.402263531328,-678.368036496503,-677.071577457697,-943.226937922392,-942.232498616729,-942.544514891094,-1313.86111361045,-1313.20109547691,-1313.12187797953,-1830.36814760028,-1831.46384541904,-1830.67162369484,-2551.37177282794,-2553.46389454256,-2552.10557971585,-3559.33964040775,-3559.64079839581,-3560.34263470581,-4963.16320694811,-4964.0372183386,-4965.22085371399,,-6924.09847426113,-6925.68304045276,-9658.53352826919,-9658.95329852474,-9658.88716877044
"Sample_7",3.42416190421295,,3.51815495267825,3.31832800624947,3.23788692253304,3.47124448193772,3.0624212162943,3.59136215970432,3.43132505512847,3.39210495056954,3.11555512015741,3.12397552376636,2.88717220188351,,3.22122171367167,3.32292113060712,3.41150483147662,2.95548838246123,2.80633951887491,2.7373829055619,3.10333959057172,2.38038141594468,3.01273214403383,2.96286380642006,2.3126529072656,2.28281584565505,2.52292765935337,2.55590253404189,2.19789064912698,2.61947196296716,2.12828807429363,2.35912240656196,2.4466249755204,2.56145054097639,2.02243441166938,2.30930288800136,2.08346596529997,2.26879415419028,,1.63323406236958,1.97785202990656,2.16620382846045,1.95394801708426,1.4688710028545,2.23988175415917,1.75481561580596,1.93911658723674,1.68248502372711,1.88581857510652,1.29223122218962,1.61011877574066,1.80268699444668,1.78917599845206,1.58313333900289,1.59343043209431,1.20626177059577,1.45046394190148,0.946516302968677,1.40609479249335,1.07175441594782,1.23856615383125,1.33643902688011,1.08017947464518,0.950335210390071,0.929921025833739,0.977562135568268,,1.17292005412625,0.7960311090544,0.617315425908417,1.13302726051693,0.268861626882993
"Sample_8",6.98463874981334,,6.85605721535136,8.55702305653444,9.65161494053264,8.60862473061333,11.835745474576,11.6283873144602,11.2892170575725,13.7746137710871,13.803127340516,15.426324490535,19.373077913278,19.0799640105598,20.5928714149845,26.4334214394854,26.9926122682987,26.638127726047,36.3161192857412,37.1938637524354,36.9593188623827,51.182437609059,50.7013441337406,50.6934521192456,70.5336351122948,70.2561958642439,70.9481753453022,98.1941534291425,98.6218718946986,98.3176674168082,137.711384353216,138.055851889541,137.431718228037,193.802002895405,193.112570076379,193.459145966364,272.174964530696,271.724912810682,,383.304391490426,382.896802811979,383.716134566805,539.221292306668,539.821773255445,540.306388693897,760.708818180349,761.066550331581,761.604532167604,1073.36919894464,1073.62181880263,1074.62493739827,1516.10833452832,1516.4464686206,,2140.34110264677,2140.97593535847,2140.66209117338,3023.96816665412,3023.51249829894,3023.11295997784,4270.2382879702,4271.35284290872,4271.03310655736,6031.36241220182,6031.32458229182,6031.61633535678,,8520.71518317537,8520.59148844997,12035.6690860402,12036.525886476,12036.7724924363
"Sample_9",-0.219303092536005,,-1.4152550456766,-2.28429523106166,-3.15419039468316,-2.84174161805989,-2.65631378165295,-3.31555015717978,-2.93607808469539,-0.909175585783141,0.0289766215507821,-1.19766832049193,3.44931702572534,3.11342283036049,2.90124894300369,4.45349572606414,4.72494110195589,4.54734646026379,7.61274473058596,6.72592484978214,6.73481141107528,7.01118554371132,7.44627524827367,6.95066843606033,7.92466803964488,7.47416071700263,7.33871090823612,4.31977498998118,6.31581420221493,6.37923169425006,4.26919356579815,3.86181285258469,4.2725731652463,3.39091041516658,3.70601654082524,0.956776222100963,1.64582671343608,3.02826547981296,,2.19876838367175,0.490302317563781,1.46575466392357,1.96433360602236,0.468761966902841,0.917235372772991,2.32301399685424,2.58286805201975,1.04864284041386,3.86675863743661,4.43214240916141,3.08940859331049,4.32398692555465,4.68556547241839,4.68932926355626,4.81989366621022,4.45117537480521,4.76912689120219,5.57336371260206,5.7375734189372,5.29992668817747,5.46963794556606,4.75161772049502,5.41491377029952,3.30415338118167,4.4726849457595,3.69606554146834,,4.58256061858409,4.25618193590673,,4.03590116176576,3.6387171575946
"Sample_10",-2.70245712195788,,-2.96747461791568,-2.90581562748875,-2.87749600736817,-2.73465705210862,-2.55314383784379,-2.56284313146389,-2.28945789963884,-2.70394040104579,-2.48920090704453,-2.38053631714095,-2.40968131900105,-2.27478902295821,-2.72403227083156,-2.08564768028508,-1.98396817050555,-2.05803119871998,-2.27124208266071,-2.12973713770514,-2.15022659836361,-2.06578130527412,-2.05146909960042,-1.69360270775759,-2.15522063569728,-1.81872354764684,-1.85280444715134,-1.2598716939298,-1.51954272807015,-1.80937836414302,-1.5974099653898,-1.35968779931672,-1.18409990810265,-1.24297301098658,-1.24069511197236,-1.46682919762372,-1.43918980039269,-1.09791819974618,,-1.09442726550257,-1.20785334864107,-0.910155830318695,-1.07374287183763,-1.18406913406391,-0.57447842388935,-0.895342022349486,-0.82178150668263,-0.90041916711383,-0.579053102148167,-0.811110958234539,-0.563293702302466,-0.406742664356593,-0.620871746829837,-0.562304196507475,-0.714851869777457,-0.465523281993577,-0.316209882691834,-0.625130556231774,-0.237745601155148,-0.247354000774568,-0.00112320504443419,-0.269187329215115,-0.138848035644757,-0.167565320153188,-0.0816510585812409,0.00068967405514022,,0.165241636896387,0.336952937874176,0.242625849507344,0.0990558706485031,0.0380951282593473
